name,type,gender
Zsófi,first,female
Zsófia,first,female
Zsófianna,first,female
Zsóka,first,female
Zsüliett,first,female
Zsüsztin,first,female
Zuboly,first,male
Zulejka,first,female
Zuriel,first,male
Zuárd,first,male
Zádor,first,male
Zádorka,first,female
Zágon,first,male
Zája,first,female
Zájána,first,female
Záli,first,female
Zália,first,female
Zámor,first,male
Záred,first,male
Záven,first,male
Zéfi,first,female
Zéla,first,female
Zélia,first,female
Zéna,first,female
Zénó,first,male
Zéta,first,male
Zétény,first,male
Zília,first,female
Zílió,first,male
Zója,first,female
Zólyom,first,male
Zóra,first,female
Zöldike,first,female
Ábel,first,male
Ábner,first,male
Ábrahám,first,male
Ábris,first,male
Ábrám,first,male
Ábrán,first,male
Ádel,first,male
Áden,first,male
Ádin,first,male
Ádám,first,male
Ádér,first,male
Áfonya,first,female
Áfra,first,female
Ágas,first,male
Ági,first,female
Ágnes,first,female
Ágota,first,female
Ájszel,first,female
Ákos,first,male
Áldor,first,male
Áldás,first,male
Áldáska,first,female
Álea,first,female
Álmos,first,male
Álváró,first,male
Ámer,first,male
Ámina,first,female
Ámon,first,male
Ámor,first,male
Ámos,first,male
Ánfissza,first,female
Ángyán,first,male
Ánizs,first,female
Ánya,first,female
Ápril,first,female
Áprilka,first,female
Árav,first,male
Árden,first,male
Árisz,first,male
Árkos,first,male
Árkád,first,male
Árlen,first,male
Ármin,first,male
Ármina,first,female
Árnika,first,female
Áron,first,male
Árpád,first,male
Árpádina,first,female
Árszen,first,male
Árven,first,female
Árvin,first,male
Árvácska,first,female
Árászeli,first,female
Árész,first,male
Áser,first,male
Ászja,first,female
Ászlán,first,male
Ében,first,male
Écska,first,female
Éda,first,female
Éder,first,male
Édra,first,female
Édua,first,female
Ékes,first,female
Ékám,first,male
Életke,first,female
Éli,first,male
Éliás,first,male
Élon,first,male
Émi,first,female
Éneás,first,male
Énok,first,male
Énor,first,female
Étán,first,male
Éva,first,female
Évald,first,male
Évi,first,female
Ézer,first,male
Ézsaiás,first,male
Írisz,first,female
Ízisz,first,female
Óceánia,first,female
Ódor,first,male
Óren,first,male
Ödön,first,male
Öjkü,first,female
Ömer,first,male
Örkény,first,male
Örkönd,first,male
Örs,first,male
Örsi,first,female
Örsike,first,female
Örzse,first,female
Öze,first,male
Özséb,first,male
Üdvöske,first,female
Ünőke,first,female
Őszike,first,female
Őzike,first,female
Almási,last,any
Andrássy,last,any
Antal,last,any
Bagi,last,any
Bajnok,last,any
Bakos,last,any
Balogh,last,any
Balázs,last,any
Barna,last,any
Bartos,last,any
Batthyány,last,any
Biró,last,any
Bodnár,last,any
Bogdán,last,any
Bognár,last,any
Borbély,last,any
Boros,last,any
Budai,last,any
Csonka,last,any
Csorba,last,any
Csordás,last,any
Darázs,last,any
Dobos,last,any
Dobó,last,any
Dudás,last,any
Dunai,last,any
Egervári,last,any
Erdei,last,any
Erdős,last,any
Erős,last,any
Esterházy,last,any
Faragó,last,any
Farkas,last,any
Fazekas,last,any
Fehér,last,any
Fekete,last,any
Fodor,last,any
Fülöp,last,any
Gombos,last,any
Gulyás,last,any
Gál,last,any
Hajdu,last,any
Halász,last,any
Hegedűs,last,any
Hegyi,last,any
Holló,last,any
Horthy,last,any
Horváth,last,any
Hosszú,last,any
Hunyadi,last,any
Illés,last,any
Jakab,last,any
Juhász,last,any
Kakas,last,any
Kalló,last,any
Kelemen,last,any
Kerekes,last,any
Kerti,last,any
Kertész,last,any
Kis,last,any
Kiss,last,any
Kocsis,last,any
Konok,last,any
Kopasz,last,any
Kovács,last,any
Kuklis,last,any
Kurta,last,any
Kállay,last,any
Kölcsey,last,any
Lakatos,last,any
Lehoczki,last,any
Lendvai,last,any
Lengyel,last,any
Ludas,last,any
Ludasi,last,any
Lukács,last,any
Magyar,last,any
Medve,last,any
Mester,last,any
Mezei,last,any
Molnár,last,any
Mérei,last,any
Mészáros,last,any
Nagy,last,any
Nyúl,last,any
Nánási,last,any
Németh,last,any
Oláh,last,any
Orbán,last,any
Ország,last,any
Papp,last,any
Pataki,last,any
Pintér,last,any
Posta,last,any
Pásztor,last,any
Rigó,last,any
Rácz,last,any
Répás,last,any
Rózsa,last,any
Sas,last,any
Simon,last,any
Somogyi,last,any
Szabo,last,any
Szabó,last,any
Szakács,last,any
Szalai,last,any
Szalmás,last,any
Szarvas,last,any
Szilárd,last,any
Szántó,last,any
Széchenyi,last,any
Szép,last,any
Szíjártó,last,any
Szőcs,last,any
Szőke,last,any
Szőllősi,last,any
Sánta,last,any
Sólyom,last,any
Sütő,last,any
Takács,last,any
Teleki,last,any
Tiszai,last,any
Tóth,last,any
Varga,last,any
Varjú,last,any
Veres,last,any
Vincze,last,any
Virág,last,any
Váradi,last,any
Vásárhelyi,last,any
Végh,last,any
Vörös,last,any
Zrínyi,last,any
Zsoldos,last,any
Éles,last,any
Akács,last,any
